size_sqft,bedrooms,floors,age,price_1000s
3415,5,1,4,727.08
2058,4,2,3,558.72
2277,5,3,3,605.84
749,3,2,25,292.19
2383,2,1,16,469.56
3818,1,2,7,747.62
2766,2,1,8,547.29
1624,1,3,34,316.22
1605,4,1,38,364.45
1265,5,2,4,473.43
1928,3,1,4,520.88
1767,3,2,14,424.74
1083,4,1,25,318.06
2459,1,1,48,373.64
1323,3,1,6,382.29
715,3,1,8,290.85
2577,4,1,33,496.18
1040,1,1,6,341.4
1389,4,2,22,372.69
1622,2,2,6,411.37
958,2,2,23,253.04
2111,5,1,100,339.23
1662,2,3,34,354.87
1867,2,1,0,518.27
1716,2,1,36,327.12
1938,2,2,16,428.27
2499,2,2,13,516.64
3591,1,1,1,730.25
2402,1,2,61,405.53
2075,4,1,100,330.09
3234,2,2,17,580.62
1020,3,2,32,279.97
2644,4,2,68,426.95
2549,5,1,49,444.41
2199,3,1,20,442.92
2528,1,1,17,487.61
2749,4,1,25,473.95
626,2,1,14,232.53
1471,4,2,41,348.45
2198,3,1,10,521.84
1746,4,2,4,506.98
2655,1,1,4,522.88
3073,4,1,48,481.18
1672,3,1,75,280.08
1382,2,2,8,347.14
1814,2,1,3,443.12
877,2,2,5,348.93
1925,1,2,3,480.12
2061,4,2,16,438.54
1890,2,2,24,403.23
1918,3,2,0,524.66
3091,3,2,88,435.19
2096,3,2,40,394.41
1839,4,1,16,468.08
1909,5,2,37,408.4
1267,2,1,21,334.58
2049,3,1,0,567.3
1160,2,1,59,231.48
2317,2,2,41,385.06
2397,4,1,45,408.43
2685,3,2,30,440.16
799,3,2,15,306.66
3161,2,1,52,429.59
2632,2,2,46,419.79
2459,3,1,27,439.11
2318,2,1,71,339.99
2745,2,1,10,539.45
1075,3,2,19,309.87
2127,3,3,1,536.52
2784,2,1,12,514.6
2884,3,1,29,508.22
2444,5,2,45,419.88
1374,2,2,7,374.32
2819,3,3,75,434.9
1811,3,3,28,399.72
2121,4,3,54,380.5
1552,3,2,6,451.12
1746,3,3,67,300.64
1928,3,2,4,488.32
1849,3,2,4,484.05
1359,3,1,1,430.53
2021,3,1,10,478.85
3003,4,1,24,524.01
1499,1,1,9,368.92
1418,3,2,4,411.76
1414,3,1,46,291.37
1930,2,2,37,354.85
1804,3,1,19,385.28
1989,1,1,84,278.68
1656,5,2,5,531.68
1964,2,2,1,503.3
2517,4,2,1,609.36
1624,3,1,26,355.22
1683,1,1,26,348.1
2175,2,1,13,456.92
2648,3,1,24,443.66
1834,2,1,34,353.41
1877,1,1,23,372.83
1755,4,1,18,422.35
1257,5,3,17,435.91
2150,3,3,36,403.88
2020,4,2,71,371.87
1834,5,1,12,498.35
1242,3,1,5,377.99
1115,5,2,46,297.7
2439,5,3,12,582.58
2512,2,3,23,490.58
1496,3,3,11,410.32
2032,1,1,20,388.32
1364,2,1,7,363.74
1956,3,2,33,405.5
1900,3,2,100,300.5
1404,2,1,11,370.73
2854,4,3,41,508.54
2027,3,3,15,476.36
2405,4,2,7,553.8
2116,3,1,17,423.3
2051,1,2,23,392.07
2752,3,2,99,381.44
2746,5,2,16,576.73
2659,3,2,8,608.72
1033,4,1,3,400.09
2049,4,1,0,535.22
2391,5,2,23,530.46
1539,3,3,11,429.72
2108,3,1,2,558.36
2734,3,1,3,611.7
2255,4,1,46,407.5
2127,5,2,32,443.93
1704,2,2,62,293.11
2920,2,2,0,700.4
598,3,1,4,331.11
3381,2,1,80,480.84
2535,3,2,3,622.02
1965,3,1,44,381.58
2228,3,1,34,429.56
2624,2,1,48,423.82
1777,1,3,24,387.78
1363,2,2,9,396.96
1538,2,3,5,469.26
1261,5,2,92,305.48
2830,3,2,8,616.67
1917,4,1,0,481.09
1866,3,2,44,337.45
2903,3,2,7,600.22
3171,2,1,41,479.13
2016,2,1,12,486.78
2204,3,2,11,514.96
891,3,3,0,384.14
2940,3,2,10,584.78
1428,3,1,11,379.7
2020,1,1,28,355.26
1150,4,1,7,369.55
2779,4,3,5,633.42
2260,2,1,1,556.85
761,2,2,32,237.72
2769,4,1,47,445.9
1840,5,2,15,454.97
2950,3,2,0,680.3
2470,4,3,7,560.15
1154,2,2,11,359.65
2169,2,1,1,554.11
1680,3,2,12,433.25
2270,4,2,38,462.67
2210,3,2,18,499.07
2337,3,1,35,442.89
2166,4,1,36,408.25
977,2,1,92,206.86
2378,3,2,21,484.97
1746,2,1,25,416.12
911,1,2,100,208.98
2427,2,1,28,446.93
500,5,2,6,348.47
2721,3,2,5,612.0
1404,3,2,43,331.08
1295,1,1,35,271.63
795,3,1,26,238.29
2821,1,3,14,518.9
1330,2,2,19,315.91
3329,2,1,39,524.92
2117,5,2,4,542.83
1096,2,2,8,355.64
1881,5,1,2,499.42
2031,3,1,12,456.72
1536,2,1,10,376.14
2381,2,2,75,384.0
1723,2,2,15,381.65
1828,4,2,3,554.09
1342,3,1,45,286.6
1767,2,1,66,287.29
1756,1,2,6,453.36
1545,2,1,9,397.43
3043,3,2,28,521.77
1735,3,2,14,435.46
1399,3,1,28,308.86
2397,2,1,83,338.67
2481,5,1,14,559.56
2044,1,2,49,332.18
2659,4,1,68,408.91
1973,2,2,18,424.56
1571,2,1,30,339.44
1170,3,1,6,365.46
2009,4,1,17,425.02
1774,2,1,11,442.97
2460,4,1,0,624.48
1707,2,3,19,407.43
2414,1,2,4,535.86
2735,2,1,55,448.92
2691,3,2,11,606.2
2895,2,1,30,466.12
2310,3,3,0,608.75
734,3,1,66,222.32
2221,2,1,41,372.38
1424,2,1,48,257.99
2292,4,3,10,572.39
2625,2,1,8,508.8
1903,3,1,16,458.35
2503,4,2,48,418.5
2550,3,3,1,623.88
2026,2,2,10,472.17
1925,5,1,97,337.26
2621,3,3,5,601.08
2668,3,1,15,544.6
1679,2,1,12,410.36
2043,3,1,61,325.46
2035,3,2,17,459.36
2461,2,1,2,540.58
1664,3,2,32,389.47
1807,4,1,16,431.89
1545,3,2,16,331.06
2259,4,2,20,500.06
2143,3,1,48,367.68
2041,1,2,66,270.2
1423,1,1,7,379.49
2259,4,2,13,505.58
1607,1,2,4,409.7
2165,1,1,1,500.2
1818,3,1,31,365.69
2560,3,1,11,510.76
2787,5,1,8,608.43
2833,2,1,28,488.23
500,4,2,7,293.37
2384,3,1,5,571.31
956,4,2,100,279.51
1546,1,1,15,356.64
1847,1,2,5,444.68
2409,5,1,18,520.84
3228,2,2,33,508.79
2663,5,3,54,448.66
3268,3,2,0,713.3
1567,5,1,5,478.84
1726,2,1,11,401.14
2040,3,1,0,539.54
1604,4,1,100,306.23
2234,3,3,9,515.26
2663,3,1,21,494.41
2628,3,1,2,609.05
1305,3,1,10,388.66
3001,4,1,34,508.91
1749,3,2,9,482.54
2829,2,1,9,559.61
2601,5,1,7,627.94
2393,4,1,10,535.36
1288,4,1,29,317.91
2412,1,2,25,448.43
2230,4,2,35,435.92
2229,3,1,16,467.47
2151,4,1,4,553.39
1860,3,2,9,468.97
2083,4,2,21,452.48
2336,3,1,39,406.26
1721,1,1,6,394.51
1928,3,1,24,422.82
1813,1,2,32,364.72
3166,2,2,23,535.37
2121,2,1,56,349.96
1840,3,2,20,414.41
2404,2,2,10,522.08
1935,4,3,23,445.15
2949,2,1,11,616.87
2616,5,3,47,497.27
2829,3,2,33,491.87
2686,5,2,79,430.88
1851,4,3,6,501.94
1680,1,2,20,315.62
1508,1,2,4,438.34
1591,3,2,1,455.87
1608,3,3,13,441.57
1572,2,2,8,386.0
2130,5,2,53,421.38
1937,4,2,9,482.53
1536,4,2,34,342.53
2557,3,2,8,538.91
1828,4,1,100,317.12
1145,2,2,7,396.98
1112,5,1,39,295.19
2158,2,1,11,480.83
1901,2,2,36,322.97
2074,3,2,24,415.73
1942,2,1,30,374.49
2252,3,1,20,514.89
1798,2,2,7,434.98
2477,2,1,36,429.1
2209,3,1,0,553.54
2177,1,1,49,353.67
1748,3,2,35,322.83
1933,3,1,19,431.15
1979,2,3,13,453.44
1727,1,3,38,348.45
1211,4,2,1,453.73
1532,3,2,10,384.5
1087,2,1,0,385.49
1928,2,1,5,476.55
2697,3,1,59,423.11
1540,4,2,40,365.32
1976,3,1,100,293.4
2328,2,1,2,532.56
1324,3,2,8,360.32
1179,3,2,3,401.84
1719,3,1,4,456.75
1584,4,1,93,311.32
1988,3,2,19,466.39
1731,3,1,30,380.75
1541,2,1,6,427.45
2865,3,1,33,468.14
2373,2,1,0,565.4
2246,2,3,18,501.68
3523,3,1,10,640.57
2316,3,2,4,587.46
2439,2,2,7,532.96
2534,1,1,7,509.09
1461,2,2,2,429.82
2366,3,3,6,564.36
1699,2,2,7,401.51
1660,4,3,34,384.13
2955,4,2,6,659.42
1515,2,1,92,289.0
1788,2,3,3,488.91
1481,1,1,12,362.18
1626,5,2,24,378.27
2392,5,1,33,438.19
2094,4,1,3,542.78
2460,4,1,23,484.02
2623,4,3,17,601.66
1945,3,1,29,389.7
1282,4,1,13,352.2
2022,4,3,84,384.38
1818,4,1,60,333.62
2404,1,1,18,453.69
1932,3,2,23,390.67
2317,4,1,13,510.05
2184,3,1,7,465.22
1990,2,1,27,375.94
618,1,2,9,272.4
2477,4,1,12,522.31
1518,3,3,8,424.68
1215,3,2,16,380.27
1485,2,1,50,328.13
2048,5,2,77,346.67
1080,1,1,2,349.39
1588,2,2,23,357.75
1990,3,1,67,352.12
1608,1,2,12,361.51
1905,1,2,32,358.83
1225,4,2,9,394.99
1620,4,1,38,343.47
1822,4,3,8,480.02
1792,1,2,34,327.21
2864,4,1,24,529.27
3031,2,1,100,424.71
2085,1,1,22,371.51
1266,3,1,34,308.36
2012,2,1,26,397.49
1535,5,2,20,393.45
2727,3,2,11,528.83
1819,4,2,57,372.91
2107,4,2,7,520.81
2206,2,2,5,532.44
1414,3,2,2,425.44
1624,3,2,9,425.1
2138,3,2,6,519.54
2726,2,1,39,421.96
1615,4,1,6,403.81
1139,5,2,10,405.77
1443,2,1,21,339.85
513,1,2,13,216.84
2174,5,2,5,560.48
1415,2,3,25,332.03
935,3,2,18,324.08
2486,3,2,16,502.82
1772,3,2,22,391.54
1561,3,1,18,408.46
2764,4,1,19,541.5
2218,5,1,18,483.41
2798,4,1,39,491.41
2577,2,3,41,447.95
500,3,1,35,204.4
1726,3,2,0,493.74
1484,4,2,55,299.93
2489,2,1,13,485.92
1910,2,1,18,418.52
2283,3,2,22,443.07
2067,1,1,15,406.47
2453,3,1,1,603.02
1481,4,1,2,427.46
1951,3,2,36,399.26
2501,1,2,1,550.57
2104,2,2,0,538.2
1522,4,1,64,295.19
1313,3,1,53,304.54
2557,3,3,49,423.39
2627,5,2,0,663.14
1718,3,1,27,328.36
1491,5,2,38,375.88
1970,3,2,20,456.75
1120,4,1,25,287.35
1777,2,2,13,439.23
1158,2,1,86,221.27
2389,5,2,23,529.05
2209,2,1,21,386.92
1539,3,1,90,284.26
1711,2,3,36,347.5
1643,3,2,63,354.61
1361,4,1,43,326.28
1601,3,3,29,369.27
1962,3,2,2,512.89
2139,5,3,6,578.38
2104,2,1,8,493.34
1800,1,1,5,414.41
2681,2,2,22,467.92
1366,3,2,3,413.21
1582,2,1,17,354.62
1967,3,1,11,472.22
3266,2,1,42,436.36
1512,3,1,3,428.27
947,2,2,15,288.35
2631,3,1,100,378.25
1701,3,2,3,481.87
1907,2,1,88,281.3
1960,2,1,15,410.74
2412,1,1,7,495.21
1034,3,1,48,257.18
2193,2,1,24,380.68
1346,2,1,20,317.73
1868,4,2,37,397.29
1545,3,1,1,502.99
1588,4,2,35,320.37
1446,3,2,0,445.86
500,3,1,39,187.75
2389,2,1,37,375.68
2605,1,3,5,539.77
1570,3,1,5,409.06
2434,3,1,8,534.4
1599,5,1,0,478.47
1768,3,1,92,302.36
1664,4,2,11,483.91
2337,1,2,35,371.55
2449,5,1,68,449.65
1802,2,1,2,461.67
2166,3,1,9,473.62
2764,2,1,23,488.33
2624,3,1,18,534.81
2775,2,1,15,524.9
1307,2,2,3,430.4
1762,3,2,6,489.49
827,3,1,22,283.68
3258,3,1,9,641.58
1023,3,1,3,385.89
1225,2,2,7,368.72
2256,3,1,69,346.17
2782,1,2,43,446.21
1869,2,2,43,291.84
1528,2,1,10,392.92
2126,1,2,41,360.06
1874,1,1,88,279.47
1234,3,2,59,249.94
2973,2,2,100,390.7
1767,2,1,4,444.17
1652,2,2,29,361.83
2341,3,1,14,525.53
2039,1,2,38,367.69
2109,4,1,1,552.96
2720,1,1,100,407.95
2096,5,2,9,541.4
1747,5,2,3,521.57
1966,3,2,18,421.76
1952,3,2,2,520.86
1949,3,2,19,426.1
2095,3,1,1,537.13
1831,4,1,69,345.61
619,4,1,26,251.37
2812,1,2,16,527.02
1892,4,3,10,470.51
2178,2,1,10,454.48
1928,2,1,14,427.98
2272,3,2,31,424.97
1934,1,2,1,461.34
2134,5,2,30,453.88
1351,3,2,12,425.08
2312,5,2,30,457.98
2807,3,1,7,585.72
941,1,1,39,224.5
2395,3,1,0,584.93
1921,3,1,12,449.28
1707,2,2,18,358.22
1374,3,1,48,303.57
2112,2,1,88,333.09
2376,2,2,26,442.38
1813,3,2,45,333.46
1601,3,1,6,420.08
2182,3,2,32,406.96
2853,3,1,54,435.57
1992,5,1,46,416.92
1670,2,1,8,449.78
2081,3,2,16,456.14
1477,4,1,26,346.7
1581,5,1,57,346.94
3161,1,3,44,511.14
3029,4,1,9,637.85
1244,3,1,62,306.72
2369,3,2,18,517.77
1523,5,3,16,434.28
2632,3,3,5,588.45
933,4,1,20,306.59
1310,2,2,30,328.92
2893,3,1,48,418.95
2482,4,2,21,500.56
2607,2,1,76,398.99
2792,2,1,0,604.49
1917,2,1,3,481.38
1701,1,2,51,316.72
3007,3,2,100,438.94
1182,4,2,13,390.28
2714,2,1,54,395.06
1437,4,2,2,481.7
515,4,1,20,232.88
1714,4,1,0,483.59
1295,2,1,0,430.25
1904,5,2,11,491.74
630,4,2,32,290.73
2168,3,1,43,390.51
1989,5,1,15,512.36
3496,3,2,12,692.81
1806,3,1,8,434.41
2009,3,2,10,488.89
2889,2,2,30,481.19
2172,2,1,93,361.24
1763,4,2,23,431.04
2129,2,1,50,337.14
2549,3,2,7,555.52
1607,3,1,74,266.61
1460,2,2,56,274.69
2730,2,1,60,389.92
2059,3,2,56,359.0
2554,5,3,4,654.9
2004,4,1,12,481.01
1987,2,2,11,437.37
1457,3,3,78,275.37
1803,1,1,1,485.94
1843,4,2,4,547.59
1504,2,1,23,346.41
991,1,2,4,287.78
2093,2,1,1,477.87
1703,3,2,66,303.3
1519,3,1,12,362.97
1333,4,1,1,455.42
2439,5,2,33,492.01
2988,4,1,22,542.47
1188,2,2,45,271.23
2543,3,2,24,505.07
3013,3,2,36,530.36
2221,2,1,4,508.79
2594,4,2,79,407.6
3148,3,2,7,659.44
1931,1,1,18,388.39
1369,3,2,9,445.73
1424,1,2,5,399.86
1521,3,1,19,392.7
2050,3,1,8,477.47
1892,3,1,13,419.55
2751,3,2,4,628.54
2277,3,2,0,567.63
2107,2,2,26,365.01
2265,3,1,47,373.86
1949,4,1,13,409.17
2071,2,1,9,461.08
3176,4,2,85,454.44
2081,4,2,23,431.15
2186,4,3,6,540.59
1667,4,1,17,424.26
2141,3,2,30,444.47
1672,3,1,8,452.69
2022,4,2,9,507.55
1791,5,2,3,551.45
1748,3,1,5,431.84
2017,4,2,21,454.22
1342,5,1,96,279.11
2513,4,2,15,506.03
2515,5,1,3,616.54
1751,2,2,1,482.95
1609,3,2,17,386.22
1805,1,3,50,328.73
1977,2,2,2,482.71
2618,3,2,29,466.16
2386,2,2,1,546.5
2657,4,2,25,498.68
1112,4,2,25,349.1
1215,3,1,27,310.84
1803,4,2,3,479.15
2224,3,2,8,510.31
2407,4,1,8,521.99
1454,2,3,5,443.51
2210,3,1,81,346.24
2497,4,1,43,452.26
1835,5,2,0,586.21
2823,5,1,34,496.75
2450,3,1,58,359.69
2078,3,2,15,460.83
2608,5,2,3,723.5
1063,2,1,39,274.7
1804,2,1,22,340.6
1615,2,2,29,323.59
2566,1,2,11,525.99
1723,3,1,11,415.89
1428,5,1,23,385.62
777,2,1,35,228.64
2472,3,2,57,398.72
1193,4,1,54,287.08
1996,5,1,3,534.94
1038,2,2,28,275.23
986,3,1,57,271.79
1710,4,1,2,534.74
1289,3,2,7,388.44
1193,3,1,23,306.97
2951,5,2,71,481.44
2534,4,2,4,586.41
1642,2,1,63,301.77
1847,3,1,8,475.44
2741,2,2,21,510.14
2249,3,1,2,565.47
2960,3,1,5,643.68
1439,1,1,46,291.34
2041,3,1,35,374.14
2479,4,2,3,614.23
1527,3,1,21,408.28
2242,1,1,9,431.8
1758,5,2,14,435.88
3552,3,2,13,703.19
2162,3,1,63,398.36
2660,2,2,1,602.13
2028,3,1,0,542.66
1491,3,1,44,302.88
1019,3,2,57,248.49
2693,5,1,34,510.69
1292,3,1,14,392.24
2046,2,1,17,400.3
2744,1,1,8,533.92
2093,2,2,27,438.07
2106,3,2,12,489.53
1778,3,2,29,413.89
2272,3,2,27,421.11
1057,3,2,2,384.83
2102,3,1,12,456.19
2680,2,2,2,623.07
840,2,3,20,291.94
2624,3,2,4,580.45
1857,3,1,7,442.35
1964,2,1,12,424.74
1815,5,1,34,380.68
2100,3,2,59,353.4
1413,3,2,9,429.06
2806,3,2,12,599.62
2700,3,2,70,410.95
1775,2,1,0,474.36
2052,2,1,34,371.68
1331,5,1,58,315.42
1814,3,2,23,431.93
915,4,2,24,319.53
2204,1,2,34,395.24
1721,3,1,100,311.27
1254,2,1,29,307.38
1858,3,1,87,323.45
2402,4,1,22,500.43
3140,5,1,14,606.77
1961,1,2,15,427.83
2329,2,2,5,511.43
2744,2,1,23,488.97
1943,1,2,23,410.98
2723,3,2,5,578.55
1971,3,2,4,536.02
1303,4,2,90,288.32
2285,1,3,27,390.32
1724,2,2,13,403.84
2773,3,1,50,415.24
2673,2,1,30,459.98
2220,1,2,1,540.47
2013,2,2,11,466.86
1527,2,1,29,327.31
2313,5,3,19,541.2
2009,1,1,26,394.72
2514,4,1,1,623.26
2334,4,1,23,472.47
2235,3,2,20,436.4
2265,4,2,10,527.34
2153,3,2,44,389.8
2699,2,2,87,374.53
2151,1,2,36,389.82
1254,3,2,0,422.88
500,5,1,1,363.97
1305,3,1,29,349.83
2079,1,1,9,446.6
1242,2,1,34,269.47
1584,2,2,16,421.4
2531,3,3,7,600.52
2256,5,3,32,455.1
2973,2,2,22,521.88
2245,1,1,8,479.05
1892,4,1,100,284.56
1990,1,1,50,316.94
2702,2,1,2,591.35
2844,4,3,3,643.57
1934,4,1,1,534.33
1962,2,2,1,499.02
2583,3,3,6,632.74
1593,2,2,31,351.21
1264,1,1,31,281.91
2000,3,2,6,484.38
3505,4,2,25,613.13
2407,4,2,3,581.27
1515,3,2,14,424.42
1979,3,1,59,338.43
2184,3,3,75,367.2
2147,2,1,66,362.25
1972,3,2,15,486.38
1955,3,1,34,360.87
2495,2,2,8,571.43
2592,3,2,47,459.85
990,3,1,11,323.19
1374,2,3,52,306.63
2475,2,1,16,494.41
2297,2,2,34,449.13
1906,1,2,8,467.4
2322,2,1,2,534.34
2693,1,2,90,409.04
3094,3,2,4,625.95
1854,5,2,9,510.37
2432,4,1,27,455.31
2624,3,1,45,427.33
2930,4,2,7,648.18
2570,3,1,59,384.17
1589,5,2,37,372.01
1200,2,2,26,282.99
2043,4,2,47,357.51
2177,3,2,0,535.92
2478,2,1,6,549.3
2103,2,1,3,464.04
2696,2,1,42,434.83
2439,4,2,39,416.44
2938,3,2,3,650.17
1525,2,3,21,387.32
1131,1,2,46,265.78
2755,5,2,3,660.83
1821,3,1,83,309.18
2304,4,1,6,522.51
1845,2,1,5,452.23
1105,1,1,17,285.94
2580,4,1,0,624.82
2162,1,2,24,409.23
2094,2,1,3,497.08
1743,2,1,5,429.83
2749,3,2,11,569.22
1609,3,1,10,429.58
2062,4,1,23,425.42
2552,2,3,30,439.71
1977,5,1,34,400.54
3044,3,1,36,499.36
2697,4,2,9,598.52
2401,3,1,10,545.28
2274,2,1,12,446.93
2697,3,1,25,494.91
3292,3,3,20,573.29
2133,4,1,17,466.59
3021,3,1,28,501.95
2270,2,2,2,581.46
1672,1,1,39,270.73
1548,4,1,14,428.56
1245,2,2,92,246.56
819,3,2,10,311.51
2686,5,1,19,523.3
1868,2,2,18,388.88
2092,4,2,15,479.01
2145,2,1,9,442.47
822,3,1,10,287.83
1786,3,1,4,461.01
1779,5,1,40,427.81
1107,3,2,14,343.84
1329,3,1,16,383.24
2146,1,1,12,474.19
1592,2,2,31,334.11
1470,2,1,35,313.67
2021,2,1,21,438.81
2976,4,1,25,550.91
2324,4,1,3,585.11
2354,5,2,30,450.4
1953,1,1,35,369.22
1745,2,1,11,399.03
1282,5,2,17,432.27
2409,4,1,52,418.01
1703,4,1,21,371.98
1995,3,2,18,445.15
2628,4,3,29,512.24
2493,3,1,14,498.9
1165,5,3,42,315.59
2902,3,3,11,585.32
1700,2,1,26,338.13
1677,4,2,0,500.39
2103,1,1,2,493.13
1548,2,1,65,250.6
2202,2,2,10,465.15
1420,5,1,15,398.44
2938,4,2,13,583.22
2088,2,2,29,425.08
2300,4,2,20,489.24
2051,5,2,10,525.27
2298,2,2,4,543.14
3208,3,2,9,640.0
2356,3,2,8,556.21
1853,2,1,1,485.46
2080,2,1,9,483.96
1464,2,3,22,341.08
2194,5,3,18,526.49
1760,4,1,5,466.15
1676,2,1,23,356.82
736,2,1,64,189.99
2705,3,1,6,564.79
1891,3,3,3,507.92
2566,1,1,100,374.57
1608,5,2,14,408.64
1413,4,1,1,453.73
734,3,1,18,280.36
1088,3,2,30,294.7
2007,3,2,8,500.65
2560,1,3,6,535.54
1571,2,1,23,382.19
1903,4,1,19,392.28
1726,5,1,21,426.49
2761,3,2,7,601.41
1719,2,2,51,297.68
1724,2,1,55,304.78
1556,3,1,7,424.44
2882,3,1,56,440.28
1525,2,1,8,403.57
2478,1,3,24,442.4
2650,2,1,3,579.77
1461,3,2,1,445.07
1225,5,2,21,380.05
2713,5,3,32,517.1
1542,4,2,16,442.79
1540,4,1,11,429.78
3473,4,1,47,522.76
2414,3,2,3,587.54
1548,2,2,18,347.46
1619,4,1,20,425.71
1124,3,3,12,363.91
1859,3,2,9,466.98
2150,2,1,9,488.16
1588,2,2,0,425.03
877,3,1,21,294.59
2261,3,2,20,467.11
1386,4,3,6,425.72
2000,5,1,27,425.28
2039,3,2,43,403.23
2563,3,3,12,572.54
1254,2,2,79,241.56
1867,3,1,9,471.53
1808,3,1,14,418.78
2237,4,1,7,515.97
2326,1,3,70,367.86
1000,5,1,1,424.19
3250,4,1,9,640.45
1525,2,1,47,302.69
1661,2,3,20,354.06
3275,4,1,28,577.87
1203,4,1,29,287.39
1536,4,1,16,426.01
2317,2,3,47,398.36
1740,4,2,13,467.34
3001,3,1,92,422.21
1546,2,1,59,265.81
1310,3,3,27,356.89
2011,2,2,17,425.13
2407,1,2,41,416.78
1942,3,1,50,354.63
1112,5,1,19,351.17
1113,4,1,52,276.68
2567,4,1,1,600.36
1893,2,2,24,408.52
2002,3,1,8,468.29
2093,5,1,5,535.72
2746,2,2,22,450.46
1678,5,1,41,361.94
2484,5,1,9,525.33
1863,2,1,13,405.42
2465,4,1,48,404.62
2016,2,2,15,451.4
1589,1,2,10,366.25
1945,4,2,9,483.1
1652,4,1,4,488.29
1460,2,2,26,329.5
2849,2,2,9,594.4
2292,5,2,12,564.35
1498,2,2,12,385.66
1982,2,3,7,507.92
2162,1,2,13,444.15
1857,2,2,4,443.0
2211,5,3,13,484.1
1663,3,3,57,342.84
1665,4,2,43,362.43
2416,5,1,37,458.48
1340,3,1,4,407.23
1496,3,3,1,475.21
2694,2,1,2,554.2
2288,3,2,29,459.42
1391,3,3,23,353.2
2078,2,2,1,549.3
2572,3,1,40,446.82
1183,2,1,46,276.96
2000,3,2,12,466.11
2520,1,1,21,453.71
1400,2,2,27,350.54
1803,2,1,4,427.75
2022,4,2,16,482.6
1425,3,1,29,334.49
2661,2,3,14,526.49
1547,3,1,51,294.83
1878,5,1,85,370.87
3298,2,2,2,685.83
1039,4,2,3,395.43
2508,3,2,38,429.19
2218,2,2,28,418.91
1428,3,2,0,478.52
2418,1,2,15,453.52
1930,1,2,1,502.85
1587,2,1,44,298.71
2302,3,2,26,425.06
1715,1,2,6,419.8
2315,3,1,32,434.02
2010,4,2,24,424.79
2336,3,1,51,386.97
2086,4,1,1,565.49
2486,3,1,2,546.79
2531,3,3,12,555.73
2488,3,1,66,402.47
2406,3,1,5,529.12
2108,2,1,41,361.92
1756,3,2,21,399.37
2436,5,2,92,400.61
2205,1,2,10,459.43
2269,4,2,65,412.97
1496,4,1,99,262.81
1695,2,1,14,381.93
2441,4,1,22,506.87
723,4,1,52,256.55
1795,1,1,15,391.52
2500,4,1,4,580.1
500,3,2,3,300.72
2228,5,2,12,542.26
1292,3,2,34,323.74
2239,1,3,19,456.43
2257,3,1,22,426.71
2643,2,1,13,529.33
2560,5,1,10,585.53
1577,3,3,1,473.57
2024,4,2,9,530.03
1824,2,1,8,427.71
1850,3,1,8,454.15
2370,1,3,19,477.1
1339,5,1,18,383.97
2088,2,1,19,443.56
794,4,3,28,288.23
982,2,1,6,314.63
1807,1,2,23,395.38
1667,1,1,20,358.95
2411,3,2,7,552.72
3039,1,1,24,476.65
2138,3,1,40,414.47
2842,2,2,8,618.27
1862,3,1,32,371.19
1400,1,3,1,410.92
1401,3,2,26,304.96
1263,3,1,20,320.55
2602,4,1,3,645.7
2670,1,2,0,590.59
1744,2,1,20,368.39
2115,3,1,19,443.2
2029,3,1,29,385.56
1714,5,2,3,488.69
2294,1,1,25,423.04
1698,3,1,94,315.11
2319,2,1,32,430.22
2021,2,1,43,357.58
2493,2,2,14,515.33
1786,3,1,100,347.38
2314,5,1,19,492.94
2026,3,2,21,440.99
2320,2,1,1,577.8
1574,3,2,7,445.2
1738,4,2,32,392.72
2217,4,2,71,374.77
2480,4,2,13,503.27
1304,3,1,9,406.16
1218,3,1,26,331.66
1983,2,1,11,422.16
1909,3,1,69,337.89
2110,3,1,17,441.66
1530,3,1,52,280.4
2396,3,2,31,417.15
1322,2,1,5,383.94
1678,1,1,17,353.96
1734,1,1,2,417.06
2494,3,2,31,447.16
2817,3,1,3,600.76
1419,4,3,16,400.7
3155,3,1,1,665.41
1942,2,3,23,394.52
1883,2,2,15,410.16
1126,3,1,3,374.99
2068,1,2,67,316.22
2618,3,1,25,455.86
1282,2,1,31,260.61
3686,3,1,1,752.76
2359,3,1,32,417.9
2022,2,1,26,390.03
2622,2,3,100,399.98
2761,3,1,31,459.21
500,4,2,12,315.14
2300,2,1,17,444.01
1831,2,1,45,336.41
2682,4,2,5,630.36
1321,3,1,10,348.03
1818,3,1,0,497.25
1851,3,2,2,499.79
1829,3,2,2,508.51
2242,4,1,51,384.88
2182,3,2,13,496.55
1992,3,1,14,467.82
3019,2,1,12,556.95
1482,3,1,55,335.13
3403,2,1,15,617.18
2764,3,3,32,495.0
2028,2,1,21,392.07
1897,2,1,25,375.0
1900,4,1,6,469.06
2015,2,1,9,446.25
947,3,2,9,336.82
1793,1,2,10,384.4
2045,1,3,21,380.16
1601,2,1,13,378.85
1823,3,2,27,385.07
1449,3,1,5,445.48
909,4,1,32,285.55
2204,3,2,21,483.99
1199,1,1,4,340.81
1839,3,1,18,391.12
1823,4,2,42,368.91
1500,4,1,100,277.5
2508,4,1,18,522.66
1400,2,2,15,336.88
1671,2,2,27,326.96
2005,4,3,11,515.58
2493,5,1,6,617.27
1956,4,1,15,461.8
1442,2,2,22,321.03
1796,2,1,8,402.9
2306,2,3,2,538.96
2496,1,1,43,406.01
2281,2,1,96,342.49
2478,3,1,26,444.61
